respondent_id,xyz_vaccine,seasonal_vaccine
26707,0.055404517774140495,0.2879414052182411
26708,0.04678236727378065,0.04435704965729662
26709,0.411042870397176,0.5850897970378837
26710,0.49772487276959243,0.8784213682824997
26711,0.1621418927945132,0.4632986792503531
26712,0.4544091715375224,0.9214550652052917
26713,0.34072607460137405,0.574663821471288
26714,0.14564237937822222,0.21767498975779387
26715,0.04056380424553641,0.1511566080418986
26716,0.2126288238666292,0.886118463302054
26717,0.01162753496835341,0.26902938795466286
26718,0.2185268014973278,0.5440731298978765
26719,0.07336802450844719,0.9168821022497119
26720,0.06680369567199698,0.2198685288522446
26721,0.31566877691089523,0.3407409893103492
26722,0.07705217733322654,0.09087874125278024
26723,0.6684251502341336,0.8559889315743288
26724,0.1239378355428892,0.635937921258649
26725,0.02580149295482898,0.06449254584778183
26726,0.013025356903582974,0.03095610481218156
26727,0.35261603078266696,0.8457973904229793
26728,0.17020245761858627,0.5968182218522646
26729,0.4337662626770407,0.9090493217129895
26730,0.03717525784445036,0.195304318820183
26731,0.019931708766774917,0.3413068455809998
26732,0.08565598711004468,0.0696917075860306
26733,0.9204292768773604,0.953532932792942
26734,0.8845999406168671,0.3825958534181193
26735,0.15095862430879378,0.4801966735380164
26736,0.05878471359716317,0.16484997224211426
26737,0.08295364023374377,0.10084495133098509
26738,0.5864482527578948,0.8309322399910433
26739,0.12115659272515364,0.2735558640302863
26740,0.1270627416911853,0.12892436854504652
26741,0.20747805072824294,0.9013958720239815
26742,0.10306573113246052,0.4347389477724168
26743,0.04448810408134494,0.5657917424910476
26744,0.05721492735711807,0.6569866934410555
26745,0.10538731622153384,0.9350646227597693
26746,0.11484687213527008,0.3430253100360269
26747,0.06955772370412404,0.17637204328512912
26748,0.09383353789376105,0.03313899192780293
26749,0.10727141955278595,0.7006612351312304
26750,0.6632171370520191,0.9272300815759618
26751,0.30430828711221397,0.7181128175288466
26752,0.024789313572621492,0.018759767602242246
26753,0.22028014637533172,0.6843054087629258
26754,0.13174313046186795,0.6406456448079368
26755,0.09197690959680375,0.3582833580725729
26756,0.01911617580123676,0.0323706111946072
26757,0.37840422515125444,0.4977860277970556
26758,0.7014014292292376,0.893920550158733
26759,0.03889981582102926,0.2190626863659573
26760,0.013371563852393728,0.02619161184682645
26761,0.16615094456317459,0.6041223937726238
26762,0.12939861576673567,0.8236683001468452
26763,0.8968363022624355,0.9703501214412773
26764,0.9226826401057291,0.9666251645544609
26765,0.02945672274904755,0.6855100124702808
26766,0.09847953083562268,0.1811458812936913
26767,0.7745816090539327,0.7552303015673144
26768,0.012371072187989813,0.40953121777519397
26769,0.11635264511814702,0.1563403667265445
26770,0.087625581767952,0.5193691166226982
26771,0.047978215810072555,0.19100438474823941
26772,0.053325132745109964,0.42631802425547727
26773,0.0134195362236726,0.47599095029539856
26774,0.02920464762624475,0.5615944526843584
26775,0.07920806952785706,0.516626232372026
26776,0.37661058799899844,0.3012064378598319
26777,0.10409744999591795,0.9470318593756796
26778,0.1141179697477578,0.09007078270483738
26779,0.12555456466731357,0.5115938464498988
26780,0.10612629512431054,0.9635661339318915
26781,0.04075327451866497,0.47038035682564855
26782,0.04671039981883873,0.2799061378985266
26783,0.06660879541872201,0.30678035041194224
26784,0.41581748226955767,0.8877008755996647
26785,0.33648642996379247,0.5678233462207285
26786,0.08497388148162571,0.285163521907381
26787,0.0955687622352836,0.48456703948998614
26788,0.10055279368683241,0.9113618969348077
26789,0.01147263198690085,0.2334130773064806
26790,0.06458609834606768,0.2828410279509822
26791,0.07862691922739934,0.12381364563243083
26792,0.19811979783989062,0.7420009560824034
26793,0.12067737086014252,0.8980426681496627
26794,0.7737609493436381,0.8928740600908032
26795,0.0492445166323101,0.9573525984324721
26796,0.07530270076561582,0.05811065101931811
26797,0.10935471899962071,0.6378330983903726
26798,0.20395998707268123,0.15514254234588432
26799,0.2584836611217784,0.2026384829418984
26800,0.03426065132616789,0.919145537248067
26801,0.25451084942364555,0.4033180402149641
26802,0.07606969308279045,0.15079894028903754
26803,0.06518944875471316,0.17357565383998239
26804,0.07199280227514382,0.12430977928995711
26805,0.0843430632040379,0.21006416622045743
26806,0.07904685450637303,0.9164182448234285
26807,0.6862798452504243,0.958293779540931
26808,0.2729621271651374,0.5830710192973027
26809,0.7384845047326813,0.14050565166059775
26810,0.04157011675637168,0.11090846152574917
26811,0.04704595149068072,0.05236533454971132
26812,0.17305074600187964,0.6260022225066165
26813,0.3340796259733277,0.3214131330644512
26814,0.03317059885374483,0.485285054147878
26815,0.03968302775531485,0.0841132440962318
26816,0.0522567881182953,0.21634401399305542
26817,0.17086563655140105,0.7727225199608
26818,0.056144033537482305,0.2716758141134641
26819,0.410960664921394,0.4276593886427385
26820,0.07992717597095216,0.26466996338007337
26821,0.0861077851055447,0.5447179871807536
26822,0.27473243246777423,0.6327213811341953
26823,0.44653983526210267,0.5799286324459061
26824,0.03683685917295099,0.6853647846133478
26825,0.3569343665235333,0.7269728749187538
26826,0.08956455623332651,0.7492957975352609
26827,0.035487798942285514,0.0892155025030171
26828,0.16057960885166517,0.6822502018382505
26829,0.6182583495781413,0.9293861718955226
26830,0.07462865503191429,0.7647990375842338
26831,0.23576678174234506,0.8612965617493143
26832,0.1310476970319711,0.8456265188677398
26833,0.004641584486634403,0.2889804598736468
26834,0.09261572747986391,0.3937041818063116
26835,0.3817257342654802,0.8969133953430037
26836,0.1542315624976453,0.6419789045462089
26837,0.032719363644819366,0.010076554306411963
26838,0.10862818046226513,0.46634880773624326
26839,0.14453761744925547,0.5090079360274391
26840,0.09025360544123828,0.1318193693327069
26841,0.354784814161846,0.7975160972998776
26842,0.07530406926919155,0.18871606375430824
26843,0.03923327903911477,0.014972578230297197
26844,0.07453106056963403,0.544672699412298
26845,0.04314339840385037,0.6600664425440929
26846,0.06796759157701035,0.7554828624538121
26847,0.3237408046650451,0.10990833623260086
26848,0.04603969679627056,0.6727741509103825
26849,0.12106731541352789,0.5414378790097939
26850,0.4449165741182333,0.6004818269672305
26851,0.03093474173478659,0.05990080176507779
26852,0.03638416427565177,0.06651446089796809
26853,0.516378486863268,0.5944325468898762
26854,0.015495032512788182,0.06764472824444935
26855,0.5928900715361861,0.8612739697688259
26856,0.10538425336816255,0.026324227721588
26857,0.4132981488131247,0.15341940130382967
26858,0.1353124129686057,0.6276437538449304
26859,0.07228743403726912,0.08457010227171596
26860,0.12607137093735798,0.09273144211427897
26861,0.10219793744535946,0.07856738784351289
26862,0.104833090982019,0.2619673561028496
26863,0.21308317425806791,0.42770389501821404
26864,0.4994288572525276,0.3685016597978443
26865,0.014534974727749166,0.03710678742247756
26866,0.25919487397603724,0.6856866862432958
26867,0.11005975388710358,0.17418492252317996
26868,0.7737875911431547,0.9432373581106248
26869,0.09903656520270131,0.28843347206846887
26870,0.6135563938999534,0.8573256644219988
26871,0.05350121737893235,0.04756409054888376
26872,0.038994280673134145,0.2671166758778819
26873,0.13324037840521977,0.8353970490936538
26874,0.046414133141411996,0.09221670561857764
26875,0.6402458662979713,0.9206345830693251
26876,0.04815456580769547,0.04770330196978342
26877,0.039675730919376796,0.08557550784749741
26878,0.13249368889430838,0.14546154293328178
26879,0.011001508140359632,0.017365249614651666
26880,0.03733272513089972,0.07496249318351604
26881,0.029683345708145667,0.08073197085410956
26882,0.01976877618977737,0.06596401884107767
26883,0.06383137700416201,0.24734232074218634
26884,0.07940264010035773,0.20295739020087847
26885,0.2209048155564942,0.824630166749313
26886,0.09760571026397025,0.7576663795071867
26887,0.6331157475897752,0.8921568784304943
26888,0.8755495288710882,0.9433481287017688
26889,0.04226839012861536,0.1365468026814851
26890,0.08341238137246597,0.29308591218585434
26891,0.25578733608465043,0.4570898687614795
26892,0.13406469474789026,0.8435204754618721
26893,0.052422764555976754,0.20402503760136595
26894,0.20861627356431203,0.30884911494185874
26895,0.07462466008643043,0.850522988308209
26896,0.04643262933521702,0.07443838207675416
26897,0.05757778228270522,0.36877188943027156
26898,0.25227478969799305,0.7050419922172182
26899,0.044316531057380176,0.05211346896903541
26900,0.1420583683033516,0.26423302550514477
26901,0.005820133894293545,0.22476876371925117
26902,0.28042463835248055,0.9479802528127158
26903,0.13024616460625874,0.03866440410658133
26904,0.044970811555643204,0.3146908408000716
26905,0.3649606486125141,0.7987718859124141
26906,0.07050600808856698,0.3479042439441847
26907,0.009519572597387997,0.5401159744551756
26908,0.13366727967617112,0.7253030072232881
26909,0.06737137048389465,0.2641972624919811
26910,0.10565472159154159,0.2062591936090226
26911,0.039332354801131945,0.05603890395243044
26912,0.41976026775866226,0.9373398971580454
26913,0.747251611018777,0.8906586654489286
26914,0.05510469020436828,0.1247579260731194
26915,0.13407187349150743,0.6883976520039566
26916,0.06653796243915869,0.36572604187074625
26917,0.0043326335554703275,0.010224536945850156
26918,0.7496547176559608,0.9217725116497295
26919,0.3104941623925873,0.6067812698261407
26920,0.020670816306966808,0.11274586742199832
26921,0.11817773195222386,0.8560501815937726
26922,0.05823411840965925,0.672713465813473
26923,0.10022388472052952,0.5381567777739718
26924,0.6543736978019928,0.8923284690716069
26925,0.10791088507914277,0.6119959474867661
26926,0.5969356859097216,0.4310931171971378
26927,0.3534586561284483,0.6746522641894029
26928,0.05598411826003628,0.5208801084644182
26929,0.11803220980447465,0.19667101998837838
26930,0.6591680601878089,0.8993018876320346
26931,0.0986367562050486,0.33015115950497004
26932,0.061592020928568685,0.8730271051597712
26933,0.09858997251326101,0.7423755148902804
26934,0.5634793795697286,0.7102957004864859
26935,0.1597752022560276,0.4499431571682345
26936,0.42154836058649614,0.18191035457591315
26937,0.2823975415060785,0.7547716891501902
26938,0.08534528293182563,0.05532229249961222
26939,0.046940379971513034,0.051538692220533144
26940,0.06408277555974505,0.12096648512470771
26941,0.05339279980238828,0.4440497128078816
26942,0.5888731083780431,0.7879308622542405
26943,0.13980359213510976,0.6315979454453443
26944,0.07614547031693639,0.1473194593216557
26945,0.12334067037277906,0.5875055144894857
26946,0.16202925352685463,0.726621906837224
26947,0.15270822117572286,0.60283184481165
26948,0.015886642240822462,0.049412757904369435
26949,0.01983689559076617,0.04166425623727674
26950,0.03400442245109994,0.5072364883590067
26951,0.07648064197531942,0.31620893253633114
26952,0.8412605225007813,0.9479732886062825
26953,0.7810051381027955,0.9765788695880268
26954,0.05058002504719554,0.14729625629967405
26955,0.16988408140850855,0.5939986680675167
